gene,number_of_tissues
ENSMUSG00000074639,11
ENSMUSG00000074643,91
ENSMUSG00000074647,8
ENSMUSG00000074649,91
ENSMUSG00000074652,1
ENSMUSG00000074655,0
ENSMUSG00000074656,91
ENSMUSG00000074657,38
ENSMUSG00000074661,90
ENSMUSG00000074665,2
ENSMUSG00000074671,69
ENSMUSG00000074673,4
ENSMUSG00000074676,67
ENSMUSG00000074678,4
ENSMUSG00000074679,3
ENSMUSG00000074680,1
ENSMUSG00000074681,2
ENSMUSG00000074682,75
ENSMUSG00000074734,2
ENSMUSG00000074738,84
ENSMUSG00000074743,76
ENSMUSG00000074746,91
ENSMUSG00000074748,91
ENSMUSG00000074749,91
ENSMUSG00000074754,91
ENSMUSG00000074764,1
ENSMUSG00000074766,16
ENSMUSG00000074768,10
ENSMUSG00000074782,6
ENSMUSG00000074785,67
ENSMUSG00000074793,64
ENSMUSG00000074794,91
ENSMUSG00000074796,39
ENSMUSG00000074797,91
ENSMUSG00000074802,88
ENSMUSG00000074811,86
ENSMUSG00000074812,1
ENSMUSG00000074813,47
ENSMUSG00000074817,1
ENSMUSG00000074818,18
ENSMUSG00000074825,86
ENSMUSG00000074852,7
ENSMUSG00000074867,47
ENSMUSG00000074870,2
ENSMUSG00000074871,2
ENSMUSG00000074872,14
ENSMUSG00000074874,66
ENSMUSG00000074876,91
ENSMUSG00000074882,14
ENSMUSG00000074886,91
ENSMUSG00000074890,90
ENSMUSG00000074892,31
ENSMUSG00000074895,1
ENSMUSG00000074896,72
ENSMUSG00000074903,91
ENSMUSG00000074909,89
ENSMUSG00000074916,77
ENSMUSG00000074918,91
ENSMUSG00000074922,91
ENSMUSG00000074923,40
ENSMUSG00000074925,91
ENSMUSG00000074928,4
ENSMUSG00000074930,90
ENSMUSG00000074934,28
ENSMUSG00000074968,28
ENSMUSG00000074971,60
ENSMUSG00000074987,15
ENSMUSG00000074994,91
ENSMUSG00000074999,0
ENSMUSG00000075000,91
ENSMUSG00000075002,1
ENSMUSG00000075010,63
ENSMUSG00000075012,56
ENSMUSG00000075021,74
ENSMUSG00000075023,1
ENSMUSG00000075025,4
ENSMUSG00000075028,78
ENSMUSG00000075031,91
ENSMUSG00000075040,91
ENSMUSG00000075043,91
ENSMUSG00000075044,2
ENSMUSG00000075122,14
ENSMUSG00000075217,13
ENSMUSG00000075224,3
ENSMUSG00000075229,91
ENSMUSG00000075232,62
ENSMUSG00000075249,1
ENSMUSG00000075254,89
ENSMUSG00000075256,5
ENSMUSG00000075266,85
ENSMUSG00000075267,2
ENSMUSG00000075269,8
ENSMUSG00000075270,22
ENSMUSG00000075271,80
ENSMUSG00000075272,1
ENSMUSG00000075273,87
ENSMUSG00000075284,91
ENSMUSG00000075289,32
ENSMUSG00000075296,25
ENSMUSG00000075297,19
ENSMUSG00000075304,28
ENSMUSG00000075314,2
ENSMUSG00000075318,32
ENSMUSG00000075324,52
ENSMUSG00000075327,91
ENSMUSG00000075330,5
ENSMUSG00000075334,49
ENSMUSG00000075370,7
ENSMUSG00000075376,91
ENSMUSG00000075389,77
ENSMUSG00000075394,33
ENSMUSG00000075402,2
ENSMUSG00000075408,17
ENSMUSG00000075410,6
ENSMUSG00000075415,91
ENSMUSG00000075419,91
ENSMUSG00000075425,1
ENSMUSG00000075467,91
ENSMUSG00000075470,91
ENSMUSG00000075478,33
ENSMUSG00000075486,91
ENSMUSG00000075510,1
ENSMUSG00000075511,13
ENSMUSG00000075514,80
ENSMUSG00000075524,1
ENSMUSG00000075551,1
ENSMUSG00000075555,10
ENSMUSG00000075566,1
ENSMUSG00000075567,2
ENSMUSG00000075570,1
ENSMUSG00000075571,3
ENSMUSG00000075572,3
ENSMUSG00000075573,2
ENSMUSG00000075574,2
ENSMUSG00000075576,82
ENSMUSG00000075588,42
ENSMUSG00000075590,78
ENSMUSG00000075592,73
ENSMUSG00000075593,28
ENSMUSG00000075595,87
ENSMUSG00000075600,91
ENSMUSG00000075604,6
ENSMUSG00000075605,6
ENSMUSG00000075611,18
ENSMUSG00000075703,91
ENSMUSG00000075704,91
ENSMUSG00000075706,91
ENSMUSG00000075707,20
ENSMUSG00000076060,19
ENSMUSG00000076062,0
ENSMUSG00000076066,10
ENSMUSG00000076255,10
ENSMUSG00000076275,31
ENSMUSG00000076316,18
ENSMUSG00000076335,22
ENSMUSG00000076431,90
ENSMUSG00000076433,2
ENSMUSG00000076434,36
ENSMUSG00000076435,90
ENSMUSG00000076436,1
ENSMUSG00000076437,91
ENSMUSG00000076438,2
ENSMUSG00000076439,16
ENSMUSG00000076441,81
ENSMUSG00000076451,6
ENSMUSG00000077212,0
ENSMUSG00000077450,91
ENSMUSG00000077928,1
ENSMUSG00000078096,91
ENSMUSG00000078097,87
ENSMUSG00000078127,1
ENSMUSG00000078131,3
ENSMUSG00000078139,23
ENSMUSG00000078144,7
ENSMUSG00000078157,1
ENSMUSG00000078173,10
ENSMUSG00000078179,1
ENSMUSG00000078190,29
ENSMUSG00000078193,21
ENSMUSG00000078201,91
ENSMUSG00000078202,81
ENSMUSG00000078235,19
ENSMUSG00000078238,80
ENSMUSG00000078249,90
ENSMUSG00000078252,4
ENSMUSG00000078253,1
ENSMUSG00000078255,1
ENSMUSG00000078256,1
ENSMUSG00000078257,1
ENSMUSG00000078258,2
ENSMUSG00000078261,2
ENSMUSG00000078262,3
ENSMUSG00000078284,91
ENSMUSG00000078302,38
ENSMUSG00000078307,29
ENSMUSG00000078317,90
ENSMUSG00000078320,1
ENSMUSG00000078348,91
ENSMUSG00000078349,87
ENSMUSG00000078377,19
ENSMUSG00000078427,76
ENSMUSG00000078429,91
ENSMUSG00000078435,86
ENSMUSG00000078439,83
ENSMUSG00000078440,91
ENSMUSG00000078441,70
ENSMUSG00000078442,1
ENSMUSG00000078451,53
ENSMUSG00000078484,90
ENSMUSG00000078485,51
ENSMUSG00000078486,14
ENSMUSG00000078492,1
ENSMUSG00000078495,59
ENSMUSG00000078502,10
ENSMUSG00000078504,3
ENSMUSG00000078505,1
ENSMUSG00000078506,1
ENSMUSG00000078507,3
ENSMUSG00000078515,91
ENSMUSG00000078520,4
ENSMUSG00000078532,75
ENSMUSG00000078552,4
ENSMUSG00000078561,78
ENSMUSG00000078566,91
ENSMUSG00000078570,90
ENSMUSG00000078572,91
ENSMUSG00000078577,1
ENSMUSG00000078578,91
ENSMUSG00000078580,90
ENSMUSG00000078582,84
ENSMUSG00000078584,91
ENSMUSG00000078588,13
ENSMUSG00000078591,18
ENSMUSG00000078593,2
ENSMUSG00000078598,2
ENSMUSG00000078605,3
ENSMUSG00000078611,1
ENSMUSG00000078612,27
ENSMUSG00000078619,91
ENSMUSG00000078622,91
ENSMUSG00000078627,3
ENSMUSG00000078630,2
ENSMUSG00000078640,6
ENSMUSG00000078650,16
ENSMUSG00000078652,91
ENSMUSG00000078653,10
ENSMUSG00000078656,91
ENSMUSG00000078657,6
ENSMUSG00000078658,10
ENSMUSG00000078667,21
ENSMUSG00000078670,82
ENSMUSG00000078671,91
ENSMUSG00000078672,1
ENSMUSG00000078676,91
ENSMUSG00000078680,4
ENSMUSG00000078681,91
ENSMUSG00000078689,3
ENSMUSG00000078695,76
ENSMUSG00000078700,69
ENSMUSG00000078706,20
ENSMUSG00000078716,77
ENSMUSG00000078719,2
ENSMUSG00000078762,90
ENSMUSG00000078763,31
ENSMUSG00000078765,43
ENSMUSG00000078768,65
ENSMUSG00000078771,68
ENSMUSG00000078773,60
ENSMUSG00000078776,4
ENSMUSG00000078779,82
ENSMUSG00000078780,6
ENSMUSG00000078783,13
ENSMUSG00000078784,91
ENSMUSG00000078786,91
ENSMUSG00000078789,90
ENSMUSG00000078793,2
ENSMUSG00000078794,65
ENSMUSG00000078795,3
ENSMUSG00000078798,1
ENSMUSG00000078799,1
ENSMUSG00000078810,4
ENSMUSG00000078812,91
ENSMUSG00000078813,91
ENSMUSG00000078817,8
ENSMUSG00000078851,91
ENSMUSG00000078862,45
ENSMUSG00000078864,42
ENSMUSG00000078887,4
ENSMUSG00000078907,1
ENSMUSG00000078908,91
ENSMUSG00000078919,63
ENSMUSG00000078920,62
ENSMUSG00000078922,11
ENSMUSG00000078923,91
ENSMUSG00000078926,4
ENSMUSG00000078931,91
ENSMUSG00000078934,2
ENSMUSG00000078935,1
ENSMUSG00000078937,23
ENSMUSG00000078938,2
ENSMUSG00000078940,2
ENSMUSG00000078945,49
ENSMUSG00000078954,38
ENSMUSG00000078958,9
ENSMUSG00000078960,91
ENSMUSG00000078964,8
ENSMUSG00000078970,91
ENSMUSG00000078994,26
ENSMUSG00000078995,17
ENSMUSG00000078998,2
ENSMUSG00000079002,91
ENSMUSG00000079003,91
ENSMUSG00000079014,8
ENSMUSG00000079015,11
ENSMUSG00000079017,76
ENSMUSG00000079019,5
ENSMUSG00000079020,91
ENSMUSG00000079021,74
ENSMUSG00000079022,13
ENSMUSG00000079025,7
ENSMUSG00000079036,91
ENSMUSG00000079037,83
ENSMUSG00000079038,86
ENSMUSG00000079042,1
ENSMUSG00000079043,91
ENSMUSG00000079049,4
ENSMUSG00000079055,30
ENSMUSG00000079056,56
ENSMUSG00000079057,87
ENSMUSG00000079058,1
ENSMUSG00000079065,91
ENSMUSG00000079067,1
ENSMUSG00000079076,1
ENSMUSG00000079092,3
ENSMUSG00000079102,76
ENSMUSG00000079109,90
ENSMUSG00000079110,23
ENSMUSG00000079111,91
ENSMUSG00000079120,3
ENSMUSG00000079144,86
ENSMUSG00000079157,20
ENSMUSG00000079164,59
ENSMUSG00000079173,1
ENSMUSG00000079179,91
ENSMUSG00000079184,91
ENSMUSG00000079186,2
ENSMUSG00000079197,91
ENSMUSG00000079215,91
ENSMUSG00000079224,71
ENSMUSG00000079225,90
ENSMUSG00000079227,67
ENSMUSG00000079235,17
ENSMUSG00000079243,16
ENSMUSG00000079246,17
ENSMUSG00000079254,56
ENSMUSG00000079259,3
ENSMUSG00000079260,91
ENSMUSG00000079261,2
ENSMUSG00000079262,0
ENSMUSG00000079276,2
ENSMUSG00000079277,37
ENSMUSG00000079278,12
ENSMUSG00000079283,91
ENSMUSG00000079293,35
ENSMUSG00000079316,91
ENSMUSG00000079317,84
ENSMUSG00000079330,1
ENSMUSG00000079339,19
ENSMUSG00000079346,1
ENSMUSG00000079414,63
ENSMUSG00000079415,15
ENSMUSG00000079418,84
ENSMUSG00000079419,51
ENSMUSG00000079421,1
ENSMUSG00000079426,91
ENSMUSG00000079428,23
ENSMUSG00000079434,17
ENSMUSG00000079435,91
ENSMUSG00000079436,24
ENSMUSG00000079437,91
ENSMUSG00000079440,13
ENSMUSG00000079442,87
ENSMUSG00000079445,44
ENSMUSG00000079450,56
ENSMUSG00000079451,7
ENSMUSG00000079457,6
ENSMUSG00000079465,30
ENSMUSG00000079466,9
ENSMUSG00000079469,91
ENSMUSG00000079471,3
ENSMUSG00000079477,91
ENSMUSG00000079480,91
ENSMUSG00000079481,52
ENSMUSG00000079484,76
ENSMUSG00000079487,91
ENSMUSG00000079488,91
ENSMUSG00000079495,10
ENSMUSG00000079499,81
ENSMUSG00000079502,20
ENSMUSG00000079507,14
ENSMUSG00000079508,88
ENSMUSG00000079509,91
ENSMUSG00000079510,28
ENSMUSG00000079511,84
ENSMUSG00000079516,10
ENSMUSG00000079521,1
ENSMUSG00000079523,90
ENSMUSG00000079525,1
ENSMUSG00000079547,57
ENSMUSG00000079550,1
ENSMUSG00000079553,49
ENSMUSG00000079555,88
ENSMUSG00000079557,91
ENSMUSG00000079559,54
ENSMUSG00000079560,38
ENSMUSG00000079562,91
ENSMUSG00000079563,27
ENSMUSG00000079579,2
ENSMUSG00000079580,2
ENSMUSG00000079584,2
ENSMUSG00000079588,25
ENSMUSG00000079592,58
ENSMUSG00000079594,5
ENSMUSG00000079597,2
ENSMUSG00000079598,37
ENSMUSG00000079602,4
ENSMUSG00000079606,1
ENSMUSG00000079608,18
ENSMUSG00000079610,88
ENSMUSG00000079614,91
ENSMUSG00000079615,91
ENSMUSG00000079620,23
ENSMUSG00000079625,5
ENSMUSG00000079641,91
ENSMUSG00000079644,2
ENSMUSG00000079652,2
ENSMUSG00000079657,38
ENSMUSG00000079658,91
ENSMUSG00000079662,43
ENSMUSG00000079666,1
ENSMUSG00000079671,1
ENSMUSG00000079677,90
ENSMUSG00000079700,12
ENSMUSG00000079716,91
ENSMUSG00000079737,91
ENSMUSG00000079842,2
ENSMUSG00000079884,91
ENSMUSG00000080069,1
ENSMUSG00000080078,14
ENSMUSG00000080268,91
ENSMUSG00000080486,2
ENSMUSG00000080665,17
ENSMUSG00000080727,83
ENSMUSG00000080896,91
ENSMUSG00000080932,91
ENSMUSG00000080968,23
ENSMUSG00000080969,91
ENSMUSG00000080980,89
ENSMUSG00000081010,91
ENSMUSG00000081044,8
ENSMUSG00000081051,91
ENSMUSG00000081219,44
ENSMUSG00000081225,15
ENSMUSG00000081239,91
ENSMUSG00000081402,90
ENSMUSG00000081512,1
ENSMUSG00000081534,90
ENSMUSG00000081535,91
ENSMUSG00000081657,90
ENSMUSG00000081660,89
ENSMUSG00000081683,47
ENSMUSG00000081718,90
ENSMUSG00000081752,89
ENSMUSG00000081787,81
ENSMUSG00000081824,90
ENSMUSG00000081895,91
ENSMUSG00000081984,54
ENSMUSG00000082002,9
ENSMUSG00000082023,39
ENSMUSG00000082062,21
ENSMUSG00000082064,91
ENSMUSG00000082151,90
ENSMUSG00000082229,33
ENSMUSG00000082286,56
ENSMUSG00000082292,51
ENSMUSG00000082361,25
ENSMUSG00000082394,91
ENSMUSG00000082419,78
ENSMUSG00000082454,1
ENSMUSG00000082516,91
ENSMUSG00000082843,1
ENSMUSG00000082861,91
ENSMUSG00000082908,91
ENSMUSG00000082932,1
ENSMUSG00000082976,1
ENSMUSG00000082996,91
ENSMUSG00000083011,86
ENSMUSG00000083019,24
ENSMUSG00000083041,28
ENSMUSG00000083061,91
ENSMUSG00000083079,2
ENSMUSG00000083121,90
ENSMUSG00000083138,4
ENSMUSG00000083179,91
ENSMUSG00000083270,6
ENSMUSG00000083282,81
ENSMUSG00000083311,20
ENSMUSG00000083380,88
ENSMUSG00000083610,30
ENSMUSG00000083626,91
ENSMUSG00000083820,91
ENSMUSG00000083844,91
ENSMUSG00000083878,79
ENSMUSG00000084106,90
ENSMUSG00000084113,91
ENSMUSG00000084128,47
ENSMUSG00000084135,1
ENSMUSG00000084174,19
ENSMUSG00000084234,1
ENSMUSG00000084260,91
ENSMUSG00000084346,1
ENSMUSG00000084384,91
ENSMUSG00000084458,42
ENSMUSG00000084514,82
ENSMUSG00000084523,83
ENSMUSG00000084771,21
ENSMUSG00000084782,2
ENSMUSG00000084786,91
ENSMUSG00000084798,1
ENSMUSG00000084830,91
ENSMUSG00000084834,0
ENSMUSG00000084838,79
ENSMUSG00000084859,1
ENSMUSG00000084883,81
ENSMUSG00000084910,75
ENSMUSG00000084913,1
ENSMUSG00000084938,0
ENSMUSG00000084950,7
ENSMUSG00000084957,91
ENSMUSG00000084995,1
ENSMUSG00000084997,1
ENSMUSG00000085024,8
ENSMUSG00000085037,90
ENSMUSG00000085041,3
ENSMUSG00000085042,25
ENSMUSG00000085081,1
ENSMUSG00000085084,6
ENSMUSG00000085114,1
ENSMUSG00000085139,19
ENSMUSG00000085181,1
ENSMUSG00000085183,2
ENSMUSG00000085241,91
ENSMUSG00000085247,1
ENSMUSG00000085260,20
ENSMUSG00000085282,39
ENSMUSG00000085287,38
ENSMUSG00000085333,1
ENSMUSG00000085385,90
ENSMUSG00000085396,74
ENSMUSG00000085399,33
ENSMUSG00000085405,1
ENSMUSG00000085416,1
ENSMUSG00000085421,5
ENSMUSG00000085435,1
ENSMUSG00000085438,91
ENSMUSG00000085492,89
ENSMUSG00000085498,14
ENSMUSG00000085522,1
ENSMUSG00000085555,13
ENSMUSG00000085558,44
ENSMUSG00000085576,2
ENSMUSG00000085580,1
ENSMUSG00000085603,9
ENSMUSG00000085614,65
ENSMUSG00000085615,76
ENSMUSG00000085653,4
ENSMUSG00000085704,38
ENSMUSG00000085723,1
ENSMUSG00000085741,86
ENSMUSG00000085747,1
ENSMUSG00000085757,2
ENSMUSG00000085779,29
ENSMUSG00000085785,1
ENSMUSG00000085786,37
ENSMUSG00000085795,91
ENSMUSG00000085800,1
ENSMUSG00000085808,3
ENSMUSG00000085820,1
ENSMUSG00000085829,78
ENSMUSG00000085845,1
ENSMUSG00000085860,2
ENSMUSG00000085887,13
ENSMUSG00000085925,4
ENSMUSG00000086006,21
ENSMUSG00000086022,12
ENSMUSG00000086029,1
ENSMUSG00000086040,68
ENSMUSG00000086080,1
ENSMUSG00000086128,1
ENSMUSG00000086158,91
ENSMUSG00000086186,1
ENSMUSG00000086223,1
ENSMUSG00000086228,1
ENSMUSG00000086229,63
ENSMUSG00000086236,1
ENSMUSG00000086247,38
ENSMUSG00000086273,1
ENSMUSG00000086277,1
ENSMUSG00000086290,91
ENSMUSG00000086322,1
ENSMUSG00000086348,1
ENSMUSG00000086363,13
ENSMUSG00000086369,5
ENSMUSG00000086373,1
ENSMUSG00000086379,1
ENSMUSG00000086390,29
ENSMUSG00000086425,7
ENSMUSG00000086429,81
ENSMUSG00000086438,4
ENSMUSG00000086454,2
ENSMUSG00000086503,63
ENSMUSG00000086550,9
ENSMUSG00000086552,2
ENSMUSG00000086564,13
ENSMUSG00000086587,41
ENSMUSG00000086596,12
ENSMUSG00000086598,1
ENSMUSG00000086607,24
ENSMUSG00000086610,2
ENSMUSG00000086628,5
ENSMUSG00000086629,86
ENSMUSG00000086657,17
ENSMUSG00000086682,56
ENSMUSG00000086727,1
ENSMUSG00000086782,3
ENSMUSG00000086784,90
ENSMUSG00000086788,1
ENSMUSG00000086796,1
ENSMUSG00000086807,1
ENSMUSG00000086818,1
ENSMUSG00000086822,22
ENSMUSG00000086841,91
ENSMUSG00000086843,5
ENSMUSG00000086844,16
ENSMUSG00000086848,3
ENSMUSG00000086859,91
ENSMUSG00000086877,84
ENSMUSG00000086894,8
ENSMUSG00000086938,5
ENSMUSG00000086947,1
ENSMUSG00000086954,1
ENSMUSG00000086969,1
ENSMUSG00000087006,74
ENSMUSG00000087022,10
ENSMUSG00000087038,20
ENSMUSG00000087044,3
ENSMUSG00000087047,1
ENSMUSG00000087060,57
ENSMUSG00000087090,7
ENSMUSG00000087095,40
ENSMUSG00000087104,1
ENSMUSG00000087107,22
ENSMUSG00000087138,90
ENSMUSG00000087141,78
ENSMUSG00000087150,68
ENSMUSG00000087166,5
ENSMUSG00000087174,70
ENSMUSG00000087177,78
ENSMUSG00000087178,54
ENSMUSG00000087194,3
ENSMUSG00000087204,1
ENSMUSG00000087211,7
ENSMUSG00000087213,27
ENSMUSG00000087221,20
ENSMUSG00000087223,1
ENSMUSG00000087233,1
ENSMUSG00000087259,85
ENSMUSG00000087269,85
ENSMUSG00000087279,2
ENSMUSG00000087301,12
ENSMUSG00000087309,1
ENSMUSG00000087354,15
ENSMUSG00000087358,1
ENSMUSG00000087365,76
ENSMUSG00000087370,90
ENSMUSG00000087380,36
ENSMUSG00000087396,85
ENSMUSG00000087406,8
ENSMUSG00000087424,89
ENSMUSG00000087434,2
ENSMUSG00000087475,22
ENSMUSG00000087497,88
ENSMUSG00000087574,45
ENSMUSG00000087590,91
ENSMUSG00000087591,5
ENSMUSG00000087594,78
ENSMUSG00000087598,84
ENSMUSG00000087620,31
ENSMUSG00000087621,29
ENSMUSG00000087651,69
ENSMUSG00000087775,19
ENSMUSG00000088015,81
ENSMUSG00000088059,91
ENSMUSG00000088088,91
ENSMUSG00000088148,1
ENSMUSG00000088373,31
ENSMUSG00000088459,2
ENSMUSG00000088544,1
ENSMUSG00000088675,11
ENSMUSG00000089659,43
ENSMUSG00000089669,61
ENSMUSG00000089676,60
ENSMUSG00000089678,6
ENSMUSG00000089682,83
ENSMUSG00000089704,91
ENSMUSG00000089706,16
ENSMUSG00000089715,84
ENSMUSG00000089730,1
ENSMUSG00000089736,4
ENSMUSG00000089762,86
ENSMUSG00000089768,57
ENSMUSG00000089773,3
ENSMUSG00000089789,2
ENSMUSG00000089798,1
ENSMUSG00000089809,27
ENSMUSG00000089832,81
ENSMUSG00000089837,53
ENSMUSG00000089862,12
ENSMUSG00000089872,91
ENSMUSG00000089875,63
ENSMUSG00000089876,40
ENSMUSG00000089889,90
ENSMUSG00000089911,91
ENSMUSG00000089917,91
ENSMUSG00000089922,16
ENSMUSG00000089929,2
ENSMUSG00000089943,3
ENSMUSG00000089960,29
ENSMUSG00000089984,1
ENSMUSG00000089987,6
ENSMUSG00000089989,63
ENSMUSG00000089996,20
ENSMUSG00000089997,4
ENSMUSG00000089998,52
ENSMUSG00000090000,91
ENSMUSG00000090019,73
ENSMUSG00000090035,83
ENSMUSG00000090053,72
ENSMUSG00000090061,12
ENSMUSG00000090071,32
ENSMUSG00000090077,19
ENSMUSG00000090083,91
ENSMUSG00000090084,52
ENSMUSG00000090100,91
ENSMUSG00000090101,91
ENSMUSG00000090110,91
ENSMUSG00000090112,91
ENSMUSG00000090115,2
ENSMUSG00000090121,7
ENSMUSG00000090122,47
ENSMUSG00000090124,72
ENSMUSG00000090125,33
ENSMUSG00000090136,91
ENSMUSG00000090137,91
ENSMUSG00000090141,2
ENSMUSG00000090145,3
ENSMUSG00000090150,91
ENSMUSG00000090164,35
ENSMUSG00000090171,3
ENSMUSG00000090173,17
ENSMUSG00000090175,14
ENSMUSG00000090187,23
ENSMUSG00000090202,2
ENSMUSG00000090206,3
ENSMUSG00000090210,18
ENSMUSG00000090213,91
ENSMUSG00000090220,1
ENSMUSG00000090222,32
ENSMUSG00000090223,65
ENSMUSG00000090231,52
ENSMUSG00000090236,1
ENSMUSG00000090247,91
ENSMUSG00000090254,6
ENSMUSG00000090256,50
ENSMUSG00000090258,91
ENSMUSG00000090262,91
ENSMUSG00000090264,22
ENSMUSG00000090272,51
ENSMUSG00000090273,1
ENSMUSG00000090290,81
ENSMUSG00000090291,17
ENSMUSG00000090302,1
ENSMUSG00000090306,3
ENSMUSG00000090307,1
ENSMUSG00000090314,8
ENSMUSG00000090336,27
ENSMUSG00000090356,5
ENSMUSG00000090369,2
ENSMUSG00000090381,79
ENSMUSG00000090386,77
ENSMUSG00000090394,82
ENSMUSG00000090399,66
ENSMUSG00000090425,37
ENSMUSG00000090439,13
ENSMUSG00000090457,2
ENSMUSG00000090460,82
ENSMUSG00000090471,1
ENSMUSG00000090483,91
ENSMUSG00000090491,91
ENSMUSG00000090509,6
ENSMUSG00000090515,3
ENSMUSG00000090523,80
ENSMUSG00000090527,1
ENSMUSG00000090553,91
ENSMUSG00000090588,7
ENSMUSG00000090626,76
ENSMUSG00000090641,83
ENSMUSG00000090663,75
ENSMUSG00000090667,10
ENSMUSG00000090685,1
ENSMUSG00000090697,91
ENSMUSG00000090698,27
ENSMUSG00000090700,12
ENSMUSG00000090710,1
ENSMUSG00000090733,76
ENSMUSG00000090737,30
ENSMUSG00000090738,2
ENSMUSG00000090744,1
ENSMUSG00000090747,3
ENSMUSG00000090812,1
ENSMUSG00000090824,1
ENSMUSG00000090828,23
ENSMUSG00000090840,1
ENSMUSG00000090841,65
ENSMUSG00000090852,84
ENSMUSG00000090877,52
ENSMUSG00000090881,12
ENSMUSG00000090891,1
ENSMUSG00000090897,1
ENSMUSG00000090919,24
ENSMUSG00000090925,24
ENSMUSG00000090935,91
ENSMUSG00000090942,19
ENSMUSG00000090974,1
ENSMUSG00000091002,31
ENSMUSG00000091017,1
ENSMUSG00000091055,7
ENSMUSG00000091105,90
ENSMUSG00000091119,2
ENSMUSG00000091155,1
ENSMUSG00000091166,23
ENSMUSG00000091174,2
ENSMUSG00000091212,2
ENSMUSG00000091215,1
ENSMUSG00000091243,64
ENSMUSG00000091269,35
ENSMUSG00000091294,75
ENSMUSG00000091297,4
ENSMUSG00000091337,91
ENSMUSG00000091345,16
ENSMUSG00000091358,1
ENSMUSG00000091376,6
ENSMUSG00000091387,39
ENSMUSG00000091402,5
ENSMUSG00000091405,91
ENSMUSG00000091449,90
ENSMUSG00000091455,2
ENSMUSG00000091475,36
ENSMUSG00000091476,71
ENSMUSG00000091490,2
ENSMUSG00000091512,89
ENSMUSG00000091519,6
ENSMUSG00000091526,1
ENSMUSG00000091575,33
ENSMUSG00000091586,82
ENSMUSG00000091609,68
ENSMUSG00000091618,14
ENSMUSG00000091650,1
ENSMUSG00000091685,1
ENSMUSG00000091692,1
ENSMUSG00000091705,17
ENSMUSG00000091712,22
ENSMUSG00000091722,29
ENSMUSG00000091735,13
ENSMUSG00000091736,1
ENSMUSG00000091742,51
ENSMUSG00000091764,52
ENSMUSG00000091780,91
ENSMUSG00000091803,91
ENSMUSG00000091811,88
ENSMUSG00000091854,89
ENSMUSG00000091867,4
ENSMUSG00000091898,25
ENSMUSG00000091921,84
ENSMUSG00000091931,91
ENSMUSG00000091937,2
ENSMUSG00000091956,37
ENSMUSG00000091964,91
ENSMUSG00000091971,52
ENSMUSG00000091972,1
ENSMUSG00000092008,3
ENSMUSG00000092009,0
ENSMUSG00000092021,13
ENSMUSG00000092035,74
ENSMUSG00000092043,1
ENSMUSG00000092060,57
ENSMUSG00000092072,91
ENSMUSG00000092074,73
ENSMUSG00000092075,5
ENSMUSG00000092118,90
ENSMUSG00000092137,71
ENSMUSG00000092164,5
ENSMUSG00000092203,91
ENSMUSG00000092210,10
ENSMUSG00000092216,18
ENSMUSG00000092243,5
ENSMUSG00000092260,88
ENSMUSG00000092274,87
ENSMUSG00000092277,15
ENSMUSG00000092284,1
ENSMUSG00000092305,1
ENSMUSG00000092322,0
ENSMUSG00000092341,91
ENSMUSG00000092342,0
ENSMUSG00000092368,91
ENSMUSG00000092397,7
ENSMUSG00000092416,86
ENSMUSG00000092417,91
ENSMUSG00000092486,76
ENSMUSG00000092517,11
ENSMUSG00000092518,1
ENSMUSG00000092519,2
ENSMUSG00000092558,91
ENSMUSG00000092564,44
ENSMUSG00000092586,17
ENSMUSG00000092599,1
ENSMUSG00000092607,91
ENSMUSG00000092680,26
ENSMUSG00000092745,91
ENSMUSG00000092837,91
ENSMUSG00000092850,30
ENSMUSG00000092852,73
ENSMUSG00000092988,24
ENSMUSG00000092995,28
ENSMUSG00000093037,2
ENSMUSG00000093073,13
ENSMUSG00000093108,6
ENSMUSG00000093178,34
ENSMUSG00000093238,22
ENSMUSG00000093315,55
ENSMUSG00000093354,68
ENSMUSG00000093434,1
ENSMUSG00000093460,11
ENSMUSG00000093483,48
ENSMUSG00000093528,1
ENSMUSG00000093565,91
ENSMUSG00000093587,23
ENSMUSG00000093610,2
ENSMUSG00000093639,2
ENSMUSG00000093661,89
ENSMUSG00000093668,1
ENSMUSG00000093674,91
ENSMUSG00000093753,8
ENSMUSG00000093769,25
ENSMUSG00000093789,1
ENSMUSG00000093865,2
ENSMUSG00000093904,91
ENSMUSG00000093938,75
ENSMUSG00000093989,81
ENSMUSG00000094012,1
ENSMUSG00000094024,2
ENSMUSG00000094040,89
ENSMUSG00000094111,43
ENSMUSG00000094130,91
ENSMUSG00000094146,1
ENSMUSG00000094186,1
ENSMUSG00000094282,3
ENSMUSG00000094326,91
ENSMUSG00000094344,89
ENSMUSG00000094393,13
ENSMUSG00000094410,39
ENSMUSG00000094445,2
ENSMUSG00000094483,91
ENSMUSG00000094559,2
ENSMUSG00000094584,11
ENSMUSG00000094595,26
ENSMUSG00000094687,3
ENSMUSG00000094690,1
ENSMUSG00000094724,39
ENSMUSG00000094777,29
ENSMUSG00000094793,4
ENSMUSG00000094806,10
ENSMUSG00000094808,13
ENSMUSG00000094843,91
ENSMUSG00000094845,1
ENSMUSG00000094854,1
ENSMUSG00000094910,57
ENSMUSG00000094924,18
ENSMUSG00000094928,1
